POSTED DATE,TRANSACTION DATE,TRANSACTION TIME,TOLL TAG # / PLATE #,EXIT PLAZA,EXIT LANE,ENTRY DATE/TIME,ENTRY PLAZA,ENTRY LANE,DEBIT(-),CREDIT(+),BALANCE,,,,,,,,,,,,,,,,,
11/22/2021,11/18/2021,08:49:20 AM,6MKY397-CA,Dumbarton Bridge,06,-,-,-,$6.00,-,$211.25,
11/21/2021,11/17/2021,07:52:00 AM,6MKY397-CA,Dumbarton Bridge,05,-,-,-,$6.00,-,$217.25,
11/19/2021,11/04/2021,07:16:42 PM,01455110906,I-880 Hesperian/238 NB,01,11/04/2021 07:07:01 PM,I-880 Whipple NB,01,$7.25,-,$223.25,
11/19/2021,11/04/2021,08:50:55 AM,01455110906,I-880 Thornton SB,01,11/04/2021 08:38:00 AM,I-880 Washington/238 Zn SB,01,$11.50,-,$230.50,
11/19/2021,11/15/2021,08:26:06 AM,6MKY397-CA,Dumbarton Bridge,02,-,-,-,$6.00,-,$242.00,
11/18/2021,11/03/2021,06:27:33 PM,01455110906,I-880 Hesperian/238 NB,01,11/03/2021 06:20:11 PM,I-880 Whipple NB,01,$14.00,-,$248.00,
11/18/2021,11/03/2021,08:27:04 AM,01455110906,I-880 Thornton SB,01,11/03/2021 08:12:37 AM,I-880 Washington/238 Zn SB,01,$18.25,-,$262.00,
11/18/2021,11/18/2021,03:56:59 AM,-,Payments,-,-,-,-,-,$190.00,$280.25,
11/17/2021,11/02/2021,06:14:49 PM,01455110906,I-880 Hesperian/238 NB,01,11/02/2021 06:06:31 PM,I-880 Whipple NB,01,$12.25,-,$90.25,
11/17/2021,11/02/2021,10:29:53 AM,01455110906,I-880 Thornton SB,01,11/02/2021 10:20:29 AM,I-880 Washington/238 Zn SB,01,$4.25,-,$102.50,
11/16/2021,11/01/2021,05:45:31 PM,01455110906,I-880 Hesperian/238 NB,01,11/01/2021 05:36:17 PM,I-880 Whipple NB,01,$7.25,-,$106.75,
11/16/2021,11/01/2021,08:56:11 AM,01455110906,I-880 Thornton SB,01,11/01/2021 08:44:59 AM,I-880 Washington/238 Zn SB,01,$5.25,-,$114.00,
11/16/2021,11/16/2021,08:45:07 AM,01455110906,Dumbarton Bridge,06,-,-,-,$6.00,-,$119.25,
11/16/2021,11/12/2021,09:00:36 AM,6MKY397-CA,Dumbarton Bridge,06,-,-,-,$6.00,-,$125.25,
11/15/2021,11/11/2021,08:14:52 AM,6MKY397-CA,Dumbarton Bridge,06,-,-,-,$6.00,-,$131.25,
11/14/2021,11/10/2021,08:48:24 AM,6MKY397-CA,Dumbarton Bridge,06,-,-,-,$6.00,-,$137.25,
11/13/2021,10/29/2021,08:42:25 AM,01455110906,I-880 Thornton SB,01,10/29/2021 08:30:31 AM,I-880 Washington/238 Zn SB,01,$8.00,-,$143.25,
11/13/2021,11/09/2021,08:35:02 AM,6MKY397-CA,Dumbarton Bridge,06,-,-,-,$6.00,-,$151.25,
11/12/2021,10/28/2021,05:25:16 PM,01455110906,I-880 Hesperian/238 NB,01,10/28/2021 05:14:01 PM,I-880 Whipple NB,01,$14.00,-,$157.25,
11/12/2021,10/28/2021,08:39:21 AM,01455110906,I-880 Thornton SB,01,10/28/2021 08:23:35 AM,I-880 Washington/238 Zn SB,01,$17.75,-,$171.25,
11/11/2021,10/27/2021,08:29:45 AM,01455110906,I-880 Thornton SB,01,10/27/2021 08:17:03 AM,I-880 Washington/238 Zn SB,01,$14.75,-,$189.00,
11/10/2021,10/26/2021,07:00:32 PM,01455110906,I-880 Hesperian/238 NB,01,10/26/2021 06:54:39 PM,I-880 Whipple NB,01,$11.75,-,$203.75,
11/10/2021,10/26/2021,08:13:37 AM,01455110906,I-880 Thornton SB,01,10/26/2021 08:01:15 AM,I-880 Washington/238 Zn SB,01,$17.75,-,$215.50,
